	ID	cluster	start	stop	strand	family	length of spanned region	genome	contig
270	B1_2_IS_35	IS1182_100	319571	321674		IS1182	2103	B1	B1_2
273	B1_2_IS_36	IS3_168	322346	323576	+	IS3	1230	B1	B1_2
276	B1_2_IS_37	IS1182_100	323371	324895	-	IS1182	1524	B1	B1_2
279	B1_2_IS_38	IS481_30|IS481||protein:vir:99858	345917	348345		IS481	2428	B1	B1_2
282	B1_2_IS_39	IS481_30|IS481||protein:vir:99858	351032	353461		IS481	2429	B1	B1_2
285	B1_2_IS_40	IS3_271	361413	362583		IS3	1170	B1	B1_2
288	B1_2_IS_41	IS110_208	363419	364810	-	IS110	1391	B1	B1_2
291	B1_2_IS_42	IS110_179	369939	371394	+	IS110	1455	B1	B1_2
294	B1_2_IS_43	IS3_271	379682	380852		IS3	1170	B1	B1_2
297	B1_2_IS_44	IS3_168	396153	397383	-	IS3	1230	B1	B1_2
300	B1_2_IS_45	IS481_30|IS481||protein:vir:99858	411350	413779		IS481	2429	B1	B1_2
303	B1_2_IS_46	IS3_271	416599	417769		IS3	1170	B1	B1_2
306	B1_2_IS_47	IS1182_100	428424	429955	-	IS1182	1531	B1	B1_2
309	B1_2_IS_48	IS110_208	435484	442594	+	IS110	7110	B1	B1_2
312	B1_3_IS_1	IS3_271	31961	33175	+	IS3	1214	B1	B1_3
315	B1_3_IS_2	IS110_208	50617	51990	-	IS110	1373	B1	B1_3
318	B1_3_IS_3	IS110_184	55377	56621	+	IS110	1244	B1	B1_3
321	B1_3_IS_4	IS3_271	59381	60596	-	IS3	1215	B1	B1_3
324	B1_3_IS_5	IS3_271	113822	114432	-	IS3	610	B1	B1_3
0	BA3_1_IS_1	IS5_447	193963	194797	+	IS5	834	BA3	BA3_1
3	BA3_1_IS_2	IS21_67	194744	196734	+	IS21	1990	BA3	BA3_1
6	BA3_1_IS_3	IS5_447	266120	266951		IS5	831	BA3	BA3_1
9	BA3_1_IS_4	IS21_67	320477	322909		IS21	2432	BA3	BA3_1
12	BA3_1_IS_5	IS21_67	327609	330008		IS21	2399	BA3	BA3_1
15	BA3_1_IS_6	IS110_208	645522	646859	-	IS110	1337	BA3	BA3_1
18	BA3_1_IS_7	IS5_447	854868	855703	-	IS5	835	BA3	BA3_1
21	BA3_1_IS_8	IS5_222	936708	937758	+	IS5	1050	BA3	BA3_1
24	BA3_1_IS_9	IS5_302	1017694	1018549	-	IS5	855	BA3	BA3_1
27	BA3_1_IS_10	IS21_67	1046799	1049196	+	IS21	2397	BA3	BA3_1
30	BA3_1_IS_11	IS5_302	1049906	1050759	+	IS5	853	BA3	BA3_1
33	BA3_1_IS_12	IS5_302	1304216	1305069	-	IS5	853	BA3	BA3_1
36	BA3_1_IS_13	IS5_302	1431635	1432489	-	IS5	854	BA3	BA3_1
39	BA3_1_IS_14	IS21_67	2234817	2237217	+	IS21	2400	BA3	BA3_1
42	BA3_1_IS_15	IS5_302	2248131	2248986	+	IS5	855	BA3	BA3_1
45	BA3_1_IS_16	IS110_208	2536637	2537981	-	IS110	1344	BA3	BA3_1
48	BA3_1_IS_17	IS21_67	2637130	2639563	-	IS21	2433	BA3	BA3_1
51	BA3_1_IS_18	IS3_168	3091753	3093055	-	IS3	1302	BA3	BA3_1
54	BA3_1_IS_19	IS1595_235	3374927	3376206	-	IS1595	1279	BA3	BA3_1
57	BA3_1_IS_20	IS5_222	3570866	3571915		IS5	1049	BA3	BA3_1
60	BA3_1_IS_21	IS5_302	3581507	3582363	-	IS5	856	BA3	BA3_1
63	BA3_1_IS_22	IS5_279	3680423	3681258	-	IS5	835	BA3	BA3_1
66	BA3_2_IS_1	IS256_92	15613	17557		IS256	1944	BA3	BA3_2
69	BA3_2_IS_2	IS110_208	209299	210639	+	IS110	1340	BA3	BA3_2
72	BA3_2_IS_3	IS6_292	217625	218449	-	IS6	824	BA3	BA3_2
75	BA3_2_IS_4	IS3_176	218763	220058		IS3	1295	BA3	BA3_2
78	BA3_2_IS_5	IS6_292	230721	231546	-	IS6	825	BA3	BA3_2
81	BA3_2_IS_6	IS3_176	235915	237208	-	IS3	1293	BA3	BA3_2
84	BA3_2_IS_7	IS6_292	238853	239677	+	IS6	824	BA3	BA3_2
87	BA3_2_IS_8	IS3_168	250999	252294	+	IS3	1295	BA3	BA3_2
90	BA3_2_IS_9	IS5_447	254394	255228	-	IS5	834	BA3	BA3_2
93	BA3_2_IS_10	IS6_292	288544	289361		IS6	817	BA3	BA3_2
96	BA3_2_IS_11	IS6_292	296383	297215	-	IS6	832	BA3	BA3_2
99	BA3_2_IS_12	IS5_447	321469	322305		IS5	836	BA3	BA3_2
102	BA3_2_IS_13	IS5_447	375317	376154		IS5	837	BA3	BA3_2
105	BA3_2_IS_14	IS6_292	376250	377068	-	IS6	818	BA3	BA3_2
108	BA3_2_IS_15	IS91_83	423402	425029	-	IS91	1627	BA3	BA3_2
111	BA3_2_IS_16	IS256_92	442195	444140	-	IS256	1945	BA3	BA3_2
114	BA3_4_IS_1	IS5_447	615850	616685	-	IS5	835	BA3	BA3_4
117	BA3_4_IS_2	IS6_292	739562	740376	+	IS6	814	BA3	BA3_4
120	BA3_4_IS_3	IS6_292	745551	746369	-	IS6	818	BA3	BA3_4
123	BA3_4_IS_4	IS6_292	757401	758215	-	IS6	814	BA3	BA3_4
126	BA3_4_IS_5	IS5_447	818999	819832	+	IS5	833	BA3	BA3_4
129	BA3_4_IS_6	IS6_292	845759	846573	-	IS6	814	BA3	BA3_4
132	BA3_4_IS_7	IS6_292	919968	920793	+	IS6	825	BA3	BA3_4
135	BA3_4_IS_8	IS21_67	942893	945323	-	IS21	2430	BA3	BA3_4
138	BA3_4_IS_9	IS21_67	946656	949082		IS21	2426	BA3	BA3_4
141	BA3_4_IS_10	IS3_465	958271	959028	-	IS3	757	BA3	BA3_4
144	BA3_4_IS_11	IS5_447	987168	988003	-	IS5	835	BA3	BA3_4
147	BA3_4_IS_12	IS110_208	1085821	1087474	+	IS110	1653	BA3	BA3_4
0	BG7_1_IS_1	IS6_303	670108	670925	-	IS6	817	BG7	BG7_1
3	BG7_1_IS_2	IS3_239|IS3||protein:plasmid:133558	1911108	1912683	+	IS3	1575	BG7	BG7_1
6	BG7_1_IS_3	IS5_302	2962693	2963587	-	IS5	894	BG7	BG7_1
9	BG7_1_IS_4	IS5_302	3081155	3082325	+	IS5	1170	BG7	BG7_1
12	BG7_3_IS_1	IS21_67	135078	138643	-	IS21	3565	BG7	BG7_3
0	GNM526588003432_1_IS_1	IS5_222	315330	316379		IS5	1049	GNM526588003432	GNM526588003432_1
3	GNM526588003432_1_IS_2	IS110_208	317279	319319	+	IS110	2040	GNM526588003432	GNM526588003432_1
6	GNM526588003432_1_IS_3	IS6_303	661610	662429	-	IS6	819	GNM526588003432	GNM526588003432_1
9	GNM526588003432_1_IS_4	IS6_303	708325	709622	-	IS6	1297	GNM526588003432	GNM526588003432_1
12	GNM526588003432_1_IS_5	IS3_239|IS3||protein:plasmid:133558	898759	900268		IS3	1509	GNM526588003432	GNM526588003432_1
15	GNM526588003432_1_IS_6	IS1380_105	911477	913153	+	IS1380	1676	GNM526588003432	GNM526588003432_1
18	GNM526588003432_1_IS_7	IS5_302	1135446	1136304	+	IS5	858	GNM526588003432	GNM526588003432_1
21	GNM526588003432_1_IS_8	IS3_239|IS3||protein:plasmid:133558	1137034	1138544		IS3	1510	GNM526588003432	GNM526588003432_1
24	GNM526588003432_1_IS_9	IS3_271	1156027	1157228		IS3	1201	GNM526588003432	GNM526588003432_1
27	GNM526588003432_1_IS_10	IS5_222	1162650	1163699	-	IS5	1049	GNM526588003432	GNM526588003432_1
30	GNM526588003432_1_IS_11	IS5_222	2122431	2123480		IS5	1049	GNM526588003432	GNM526588003432_1
33	GNM526588003432_1_IS_12	IS3_271	2208921	2210122	-	IS3	1201	GNM526588003432	GNM526588003432_1
36	GNM526588003432_1_IS_13	IS3_239|IS3||protein:plasmid:133558	2374361	2375871	+	IS3	1510	GNM526588003432	GNM526588003432_1
39	GNM526588003432_1_IS_14	IS3_271	2410498	2411699		IS3	1201	GNM526588003432	GNM526588003432_1
42	GNM526588003432_1_IS_15	IS1182_100	3069921	3071472	+	IS1182	1551	GNM526588003432	GNM526588003432_1
45	GNM526588003432_1_IS_16	IS3_239|IS3||protein:plasmid:133558	3246657	3248166		IS3	1509	GNM526588003432	GNM526588003432_1
48	GNM526588003432_1_IS_17	IS110_208	3348329	3350633	+	IS110	2304	GNM526588003432	GNM526588003432_1
51	GNM526588003432_1_IS_18	IS21_67	3350040	3352543	-	IS21	2503	GNM526588003432	GNM526588003432_1
54	GNM526588003432_1_IS_19	IS3_239|IS3||protein:plasmid:133558	3905186	3906695	-	IS3	1509	GNM526588003432	GNM526588003432_1
57	GNM526588003432_2_IS_1	IS110_208	188032	190115	-	IS110	2083	GNM526588003432	GNM526588003432_2
60	GNM526588003432_2_IS_2	IS3_271	350360	351561	-	IS3	1201	GNM526588003432	GNM526588003432_2
63	GNM526588003432_2_IS_3	IS3_239|IS3||protein:plasmid:133558	701639	703149		IS3	1510	GNM526588003432	GNM526588003432_2
66	GNM526588003432_2_IS_4	IS3_204	708509	709403	+	IS3	894	GNM526588003432	GNM526588003432_2
69	GNM526588003432_2_IS_5	IS3_204	709520	710756	+	IS3	1236	GNM526588003432	GNM526588003432_2
72	GNM526588003432_2_IS_6	IS3_239|IS3||protein:plasmid:133558	714996	716506	-	IS3	1510	GNM526588003432	GNM526588003432_2
75	GNM526588003432_2_IS_7	IS3_271	717258	718459	-	IS3	1201	GNM526588003432	GNM526588003432_2
78	GNM526588003432_3_IS_1	IS110_208	5341	11113	+	IS110	5772	GNM526588003432	GNM526588003432_3
81	GNM526588003432_3_IS_2	IS6_303	11797	13173		IS6	1376	GNM526588003432	GNM526588003432_3
84	GNM526588003432_3_IS_3	IS3_271	45520	46721	-	IS3	1201	GNM526588003432	GNM526588003432_3
87	GNM526588003432_3_IS_4	new_4	48546	52212	+	new	3666	GNM526588003432	GNM526588003432_3
90	GNM526588003432_3_IS_5	IS6_303	61957	62771	-	IS6	814	GNM526588003432	GNM526588003432_3
93	GNM526588003432_3_IS_6	new_4	76691	80395	-	new	3704	GNM526588003432	GNM526588003432_3
96	GNM526588003432_3_IS_7	IS5_222	92180	93234	+	IS5	1054	GNM526588003432	GNM526588003432_3
99	GNM526588003432_3_IS_8	IS3_239|IS3||protein:plasmid:133558	111689	113110	+	IS3	1421	GNM526588003432	GNM526588003432_3
102	GNM526588003432_3_IS_9	IS110_208	119393	125166		IS110	5773	GNM526588003432	GNM526588003432_3
105	GNM526588003432_3_IS_10	IS6_303	125850	127226		IS6	1376	GNM526588003432	GNM526588003432_3
0	AC12_1_IS_1	IS110_208	185454	186791	+	IS110	1337	AC12	AC12_1
3	AC12_1_IS_2	IS5_108	193252	194749	+	IS5	1497	AC12	AC12_1
6	AC12_1_IS_3	IS1634_37	203792	205680	+	IS1634	1888	AC12	AC12_1
9	AC12_1_IS_4	IS256_92	209351	210766	-	IS256	1415	AC12	AC12_1
12	AC12_1_IS_5	IS3_271	342285	343503	+	IS3	1218	AC12	AC12_1
15	AC12_1_IS_6	IS1634_37	358431	360320	-	IS1634	1889	AC12	AC12_1
18	AC12_1_IS_7	IS5_108	367169	368668	+	IS5	1499	AC12	AC12_1
21	AC12_1_IS_8	IS110_208	388970	390314	-	IS110	1344	AC12	AC12_1
24	AC12_1_IS_9	IS1634_37	443554	445443	-	IS1634	1889	AC12	AC12_1
27	AC12_1_IS_10	IS5_108	527743	529239		IS5	1496	AC12	AC12_1
30	AC12_1_IS_11	IS5_108	535027	536399	-	IS5	1372	AC12	AC12_1
33	AC12_1_IS_12	IS1634_37	543317	545206	+	IS1634	1889	AC12	AC12_1
36	AC12_1_IS_13	IS6_303	570818	571626	+	IS6	808	AC12	AC12_1
39	AC12_1_IS_14	IS5_108	576974	578469	-	IS5	1495	AC12	AC12_1
42	AC12_1_IS_15	IS110_184	583603	584925	-	IS110	1322	AC12	AC12_1
45	AC12_1_IS_16	IS110_151	597748	599162	+	IS110	1414	AC12	AC12_1
48	AC12_1_IS_17	IS1182_100	599476	601009	-	IS1182	1533	AC12	AC12_1
51	AC12_1_IS_18	IS5_108	627784	629280		IS5	1496	AC12	AC12_1
54	AC12_1_IS_19	IS5_279	631108	631943	-	IS5	835	AC12	AC12_1
57	AC12_1_IS_20	IS1182_100	661070	662610	-	IS1182	1540	AC12	AC12_1
60	AC12_1_IS_21	IS5_108	673810	675308		IS5	1498	AC12	AC12_1
63	AC12_1_IS_22	IS256_92	676032	677447	+	IS256	1415	AC12	AC12_1
66	AC12_1_IS_23	IS5_108	728896	730392		IS5	1496	AC12	AC12_1
69	AC12_1_IS_24	IS5_108	741707	743205		IS5	1498	AC12	AC12_1
72	AC12_1_IS_25	IS5_108	962824	964321	-	IS5	1497	AC12	AC12_1
75	AC12_1_IS_26	IS5_108	1156092	1157586		IS5	1494	AC12	AC12_1
78	AC12_1_IS_27	IS5_108	1181934	1183429	-	IS5	1495	AC12	AC12_1
81	AC12_1_IS_28	IS5_279	1472746	1473581	+	IS5	835	AC12	AC12_1
84	AC12_1_IS_29	IS256_92	1570064	1571479	-	IS256	1415	AC12	AC12_1
87	AC12_1_IS_30	IS5_302	1573066	1573921	+	IS5	855	AC12	AC12_1
90	AC12_1_IS_31	IS256_92	1576168	1577582		IS256	1414	AC12	AC12_1
93	AC12_1_IS_32	IS1634_37	1578439	1580328	+	IS1634	1889	AC12	AC12_1
96	AC12_1_IS_33	IS5_108	1580883	1582382	-	IS5	1499	AC12	AC12_1
99	AC12_1_IS_34	IS1634_37	1587044	1588933	-	IS1634	1889	AC12	AC12_1
102	AC12_1_IS_35	IS5_108	1590241	1591737		IS5	1496	AC12	AC12_1
105	AC12_1_IS_36	IS1634_37	1597789	1599677	-	IS1634	1888	AC12	AC12_1
108	AC12_1_IS_37	IS5_222	1616573	1617623	+	IS5	1050	AC12	AC12_1
111	AC12_1_IS_38	IS1595_235	1812283	1813562	+	IS1595	1279	AC12	AC12_1
114	AC12_1_IS_39	IS5_108	1813665	1815164	-	IS5	1499	AC12	AC12_1
117	AC12_1_IS_40	IS5_108	2121994	2123493	-	IS5	1499	AC12	AC12_1
120	AC12_1_IS_41	IS5_108	2359914	2361409	-	IS5	1495	AC12	AC12_1
123	AC12_1_IS_42	IS630_247	2861213	2862239	+	IS630	1026	AC12	AC12_1
126	AC12_1_IS_43	IS5_302	2973349	2974205	-	IS5	856	AC12	AC12_1
129	AC12_1_IS_44	IS1182_100	2974484	2976016	+	IS1182	1532	AC12	AC12_1
132	AC12_1_IS_45	IS256_92	3618051	3619466	+	IS256	1415	AC12	AC12_1
135	AC12_1_IS_46	IS5_108	3619870	3621371	-	IS5	1501	AC12	AC12_1
138	AC12_1_IS_47	IS1182_100	3792875	3794407	+	IS1182	1532	AC12	AC12_1
141	AC12_1_IS_48	IS5_108	3797884	3799383	+	IS5	1499	AC12	AC12_1
144	AC12_1_IS_49	IS5_302	3799565	3800418	+	IS5	853	AC12	AC12_1
147	AC12_1_IS_50	IS5_302	3926984	3927837	+	IS5	853	AC12	AC12_1
150	AC12_1_IS_51	IS1634_37	3997102	3998991	-	IS1634	1889	AC12	AC12_1
153	AC12_1_IS_52	IS5_108	4029883	4031378	-	IS5	1495	AC12	AC12_1
156	AC12_1_IS_53	IS1634_37	4214341	4216230	-	IS1634	1889	AC12	AC12_1
159	AC12_1_IS_54	IS5_108	4216284	4217779	-	IS5	1495	AC12	AC12_1
162	AC12_1_IS_55	IS5_108	4218037	4219531		IS5	1494	AC12	AC12_1
165	AC12_1_IS_56	IS5_108	4224718	4226215	+	IS5	1497	AC12	AC12_1
168	AC12_1_IS_57	IS1182_100	4229830	4231363	+	IS1182	1533	AC12	AC12_1
171	AC12_1_IS_58	IS5_108	4243886	4245383	+	IS5	1497	AC12	AC12_1
174	AC12_1_IS_59	IS1634_37	4254412	4256301	+	IS1634	1889	AC12	AC12_1
177	AC12_1_IS_60	IS5_302	4258117	4258973	+	IS5	856	AC12	AC12_1
180	AC12_1_IS_61	IS5_222	4335069	4336153	-	IS5	1084	AC12	AC12_1
183	AC12_1_IS_62	IS5_108	4358204	4359701	-	IS5	1497	AC12	AC12_1
186	AC12_1_IS_63	IS5_222	4360293	4361343	-	IS5	1050	AC12	AC12_1
189	AC12_1_IS_64	IS5_279	4449373	4450208	+	IS5	835	AC12	AC12_1
192	AC12_2_IS_1	IS6_292	16257	17071	+	IS6	814	AC12	AC12_2
195	AC12_2_IS_2	IS5_108	18923	20420	-	IS5	1497	AC12	AC12_2
198	AC12_2_IS_3	IS6_292	28719	31333	+	IS6	2614	AC12	AC12_2
199	AC12_2_IS_4	IS6_292	37489	38303	-	IS6	814	AC12	AC12_2
202	AC12_2_IS_5	IS5_108	86827	88323		IS5	1496	AC12	AC12_2
205	AC12_2_IS_6	IS21_67	163142	165574	+	IS21	2432	AC12	AC12_2
208	AC12_2_IS_7	IS5_108	190954	192451	+	IS5	1497	AC12	AC12_2
211	AC12_2_IS_8	IS21_67	193173	195604		IS21	2431	AC12	AC12_2
214	AC12_2_IS_9	IS1182_100	198732	200264	-	IS1182	1532	AC12	AC12_2
217	AC12_2_IS_10	IS5_108	888461	889958	-	IS5	1497	AC12	AC12_2
220	AC12_2_IS_11	IS110_184	937595	938744	+	IS110	1149	AC12	AC12_2
223	AC12_2_IS_12	IS5_108	1026873	1028369		IS5	1496	AC12	AC12_2
226	AC12_2_IS_13	IS5_108	1030011	1031508	-	IS5	1497	AC12	AC12_2
229	AC12_2_IS_14	IS5_279	1041420	1042257	+	IS5	837	AC12	AC12_2
232	AC12_2_IS_15	IS21_67	1078909	1081340		IS21	2431	AC12	AC12_2
235	AC12_2_IS_16	IS6_292	1150424	1151238	+	IS6	814	AC12	AC12_2
238	AC12_2_IS_17	IS6_292	1237955	1238769	+	IS6	814	AC12	AC12_2
241	AC12_2_IS_18	IS5_108	1240622	1242117		IS5	1495	AC12	AC12_2
244	AC12_2_IS_19	IS6_292	1250416	1253033	+	IS6	2617	AC12	AC12_2
245	AC12_3_IS_1	IS5_222	7016	8092	-	IS5	1076	AC12	AC12_3
248	AC12_3_IS_2	IS5_222	16800	17876	-	IS5	1076	AC12	AC12_3
251	AC12_3_IS_3	IS5_108	18106	19602		IS5	1496	AC12	AC12_3
254	AC12_3_IS_4	IS1634_37	20414	22302		IS1634	1888	AC12	AC12_3
257	AC12_3_IS_5	IS630_247	36416	37472	-	IS630	1056	AC12	AC12_3
260	AC12_3_IS_6	IS5_108	55938	57437	-	IS5	1499	AC12	AC12_3
263	AC12_3_IS_7	IS110_208	79634	81004	+	IS110	1370	AC12	AC12_3
266	AC12_3_IS_8	IS3_271	87295	88511	-	IS3	1216	AC12	AC12_3
269	AC12_3_IS_9	IS110_208	91683	93434	-	IS110	1751	AC12	AC12_3
272	AC12_3_IS_10	IS256_128	110263	111604	+	IS256	1341	AC12	AC12_3
275	AC12_3_IS_11	IS1182_100	111418	112951		IS1182	1533	AC12	AC12_3
278	AC12_3_IS_12	IS1182_100	148247	149779	+	IS1182	1532	AC12	AC12_3
281	AC12_3_IS_13	IS5_108	151959	153456	+	IS5	1497	AC12	AC12_3
284	AC12_3_IS_14	IS3_271	157540	158756	-	IS3	1216	AC12	AC12_3
287	AC12_3_IS_15	IS1380_105	162843	164516	+	IS1380	1673	AC12	AC12_3
290	AC12_3_IS_16	IS5_108	166219	167714	-	IS5	1495	AC12	AC12_3
293	AC12_3_IS_17	IS3_271	170052	171268		IS3	1216	AC12	AC12_3
296	AC12_3_IS_18	IS256_92	174946	176359		IS256	1413	AC12	AC12_3
299	AC12_3_IS_19	IS256_92	178481	179895		IS256	1414	AC12	AC12_3
302	AC12_3_IS_20	new_6	193600	196759	-	new	3159	AC12	AC12_3
305	AC12_3_IS_21	IS1182_100	198809	200341	+	IS1182	1532	AC12	AC12_3
308	AC12_3_IS_22	IS110_208	200406	201750	+	IS110	1344	AC12	AC12_3
311	AC12_3_IS_23	IS5_108	250386	251881	+	IS5	1495	AC12	AC12_3
314	AC12_3_IS_24	IS256_92	266165	267579	-	IS256	1414	AC12	AC12_3
317	AC12_3_IS_25	IS1634_37	270705	272594	-	IS1634	1889	AC12	AC12_3
320	AC12_3_IS_26	IS5_108	273339	274836	-	IS5	1497	AC12	AC12_3
323	AC12_3_IS_27	IS1634_37	282128	284017	-	IS1634	1889	AC12	AC12_3
326	AC12_3_IS_28	IS1182_100	290276	291812	+	IS1182	1536	AC12	AC12_3
329	AC12_3_IS_29	IS110_184	292681	296847	-	IS110	4166	AC12	AC12_3
332	AC12_3_IS_30	IS481_240	345497	346235	+	IS481	738	AC12	AC12_3
335	AC12_3_IS_31	IS630_247	351518	352574	+	IS630	1056	AC12	AC12_3
338	AC12_3_IS_32	IS5_108	352966	354461	+	IS5	1495	AC12	AC12_3
341	AC12_3_IS_33	new_6	366001	369159		new	3158	AC12	AC12_3
344	AC12_3_IS_34	IS3_168	369327	370557	-	IS3	1230	AC12	AC12_3
347	AC12_3_IS_35	IS630_247	372632	373688	-	IS630	1056	AC12	AC12_3
350	AC12_3_IS_36	IS1182_100	379960	381491		IS1182	1531	AC12	AC12_3
353	AC12_3_IS_37	IS630_247	394612	395668	-	IS630	1056	AC12	AC12_3
356	AC12_3_IS_38	IS3_271	408216	409432		IS3	1216	AC12	AC12_3
359	AC12_3_IS_39	IS110_184	410173	414345	-	IS110	4172	AC12	AC12_3
362	AC12_3_IS_40	IS1182_100	443674	445206	+	IS1182	1532	AC12	AC12_3
365	AC12_3_IS_41	IS5_108	458325	459820	-	IS5	1495	AC12	AC12_3
368	AC12_3_IS_42	IS5_222	468238	469314	-	IS5	1076	AC12	AC12_3
371	AC12_3_IS_43	IS5_222	478025	479101	-	IS5	1076	AC12	AC12_3
374	AC12_3_IS_44	IS5_108	479331	480826		IS5	1495	AC12	AC12_3
377	AC12_3_IS_45	IS1634_37	481638	483526	-	IS1634	1888	AC12	AC12_3
380	AC12_4_IS_1	IS481_240	8353	9472	+	IS481	1119	AC12	AC12_4
0	D9_1_IS_1	IS3_168	2388	3615	+	IS3	1227	D9	D9_1
3	D9_1_IS_2	IS3_271	16730	17900		IS3	1170	D9	D9_1
6	D9_1_IS_3	IS3_271	17922	19434		IS3	1512	D9	D9_1
9	D9_1_IS_4	IS110_179	35124	36579	-	IS110	1455	D9	D9_1
12	D9_1_IS_5	IS3_271	72227	73397		IS3	1170	D9	D9_1
15	D9_1_IS_6	IS3_271	75272	76469	-	IS3	1197	D9	D9_1
18	D9_1_IS_7	IS3_271	76589	77758		IS3	1169	D9	D9_1
21	D9_1_IS_8	IS3_271	96217	97387		IS3	1170	D9	D9_1
24	D9_1_IS_9	IS110_236	98198	99193	+	IS110	995	D9	D9_1
27	D9_1_IS_10	IS3_271	112151	113321		IS3	1170	D9	D9_1
30	D9_1_IS_11	IS3_271	158592	159762		IS3	1170	D9	D9_1
33	D9_1_IS_12	IS110_184	170032	171342	-	IS110	1310	D9	D9_1
36	D9_1_IS_13	IS110_208	184465	186013	-	IS110	1548	D9	D9_1
39	D9_1_IS_14	IS66_46	190933	193322	-	IS66	2389	D9	D9_1
42	D9_1_IS_15	IS3_168	192992	194222		IS3	1230	D9	D9_1
45	D9_1_IS_16	IS481_213	210917	211646	+	IS481	729	D9	D9_1
48	D9_1_IS_17	IS110_142	218265	219459	+	IS110	1194	D9	D9_1
51	D9_1_IS_18	IS3_271	226631	227800		IS3	1169	D9	D9_1
54	D9_1_IS_19	IS6_303	232652	233470	+	IS6	818	D9	D9_1
57	D9_1_IS_20	IS110_170	233233	234813	+	IS110	1580	D9	D9_1
60	D9_1_IS_21	IS110_208	235278	236574	-	IS110	1296	D9	D9_1
63	D9_1_IS_22	IS3_271	242742	245096	+	IS3	2354	D9	D9_1
66	D9_1_IS_23	IS3_168	247016	248246		IS3	1230	D9	D9_1
69	D9_1_IS_24	IS3_168	249141	250370		IS3	1229	D9	D9_1
72	D9_1_IS_25	IS3_271	250692	251862		IS3	1170	D9	D9_1
75	D9_1_IS_26	IS3_168	266790	268017		IS3	1227	D9	D9_1
78	D9_1_IS_27	IS6_292	271701	272512	-	IS6	811	D9	D9_1
81	D9_1_IS_28	IS110_208	273335	274558	-	IS110	1223	D9	D9_1
84	D9_1_IS_29	IS1182_100	282635	284167	+	IS1182	1532	D9	D9_1
87	D9_1_IS_30	IS3_271	294827	295996		IS3	1169	D9	D9_1
90	D9_1_IS_31	IS3_271	298881	301237		IS3	2356	D9	D9_1
93	D9_1_IS_32	IS3_168	315210	316440		IS3	1230	D9	D9_1
96	D9_1_IS_33	IS3_271	331738	332908		IS3	1170	D9	D9_1
99	D9_1_IS_34	IS110_179	341194	342647		IS110	1453	D9	D9_1
102	D9_1_IS_35	IS110_208	347776	349167	+	IS110	1391	D9	D9_1
105	D9_1_IS_36	IS3_271	350003	351172		IS3	1169	D9	D9_1
108	D9_1_IS_37	IS3_271	359133	361490		IS3	2357	D9	D9_1
111	D9_1_IS_38	IS3_271	364248	366606		IS3	2358	D9	D9_1
114	D9_1_IS_39	IS1182_100	387685	389209	+	IS1182	1524	D9	D9_1
117	D9_1_IS_40	IS3_168	389004	390234		IS3	1230	D9	D9_1
120	D9_1_IS_41	IS1182_100	390286	391856	+	IS1182	1570	D9	D9_1
123	D9_1_IS_42	IS3_271	396610	397780		IS3	1170	D9	D9_1
126	D9_1_IS_43	IS3_271	409678	410847		IS3	1169	D9	D9_1
129	D9_1_IS_44	IS110_170	415255	416545	-	IS110	1290	D9	D9_1
132	D9_1_IS_45	IS3_168	418032	419258		IS3	1226	D9	D9_1
135	D9_2_IS_1	IS3_271	54770	55380	-	IS3	610	D9	D9_2
138	D9_2_IS_2	IS110_179	72164	73761	-	IS110	1597	D9	D9_2
141	D9_2_IS_3	IS110_208	115460	116831	-	IS110	1371	D9	D9_2
144	D9_2_IS_4	IS3_465	116915	117670	+	IS3	755	D9	D9_2
147	D9_2_IS_5	IS110_184	120218	121461	+	IS110	1243	D9	D9_2
150	D9_4_IS_1	IS110_179	58035	59133	+	IS110	1098	D9	D9_4
153	D9_4_IS_2	IS3_271	284528	285697		IS3	1169	D9	D9_4
156	D9_4_IS_3	IS3_271	779783	780953	+	IS3	1170	D9	D9_4
159	D9_4_IS_4	IS3_271	781866	783036	-	IS3	1170	D9	D9_4
162	D9_4_IS_5	IS110_184	806370	807622	+	IS110	1252	D9	D9_4
165	D9_4_IS_6	IS3_271	1320416	1321662	-	IS3	1246	D9	D9_4
168	D9_4_IS_7	IS1182_100	1788377	1789909	-	IS1182	1532	D9	D9_4
171	D9_4_IS_8	IS1182_100	1990182	1991714	+	IS1182	1532	D9	D9_4
174	D9_5_IS_1	IS110_184	154207	155451	+	IS110	1244	D9	D9_5
177	D9_5_IS_2	IS1182_100	181043	182572		IS1182	1529	D9	D9_5
180	D9_5_IS_3	IS1182_100	182579	184109	-	IS1182	1530	D9	D9_5
183	D9_5_IS_4	IS3_271	258609	259805		IS3	1196	D9	D9_5
186	D9_5_IS_5	IS1182_100	366643	368173	+	IS1182	1530	D9	D9_5
189	D9_5_IS_6	IS3_168	574625	575853	+	IS3	1228	D9	D9_5
192	D9_5_IS_7	IS3_168	729114	730340		IS3	1226	D9	D9_5
195	D9_5_IS_8	IS1182_100	765514	767067	-	IS1182	1553	D9	D9_5
198	D9_5_IS_9	IS3_271	784848	786018	+	IS3	1170	D9	D9_5
201	D9_5_IS_10	IS1182_100	786028	787573		IS1182	1545	D9	D9_5
204	D9_5_IS_11	IS1182_100	791921	793445	+	IS1182	1524	D9	D9_5
207	D9_5_IS_12	IS3_271	795053	796223	+	IS3	1170	D9	D9_5
